以下の作品リストについて、各タイトルの「読みの先頭1文字」をカタカナで返してください。

【ルール】
・括弧・鍵括弧（【】、()、[]、「」など）は無視し、その内側ではなく、除去した後の最初の有効な文字の読みを使う
・漢字 → その読みの先頭1文字をカタカナで（例：隣→ト、双→フ、異→イ）
・英字・アルファベット → 日本語読みの先頭1文字をカタカナで（例：L→エ、A→エ、R→ア）
・数字 → 日本語読みの先頭1文字をカタカナで（例：1→イ、2→ニ、3→サ）
・ひらがな・カタカナ始まり → その1文字をカタカナに（例：あ→ア、か→カ）
・不明・判断できない場合は「?」を返す

【出力形式】
workId（タブ）読みの1文字
1行1作品。元の順序を維持。ヘッダー不要。

例：
d_abc123	ト
d_359362	巨乳の友達と付き合うまでの話 後編
d_359576	推し様と入れ替わった限界オタク君
d_359626	義父に抱かれる妻 由衣編2
d_359799	彼女のママが絶頂しまくって俺専用のメスに快楽堕ちする話
d_359811	ROUTE1 平つくね パーフェクトボックス
d_360029	巨根転生 ー性器至上主義な異世界に転生したので爆乳美女とハメまくりー
d_360152	女騎士リゼは今宵も間男に抱かれる3
d_360233	憧れのあの娘がSEX教団所有のコキ捨て用肉オナホだったのだが、、
d_360279	連れ込み妻 旦那出張中イケメン巨根とハメまくり
d_360773	真夜中のご奉仕
d_360941	俺と叔母との秘やかな欲望
d_361352	僕・・・女性用風俗でバイトしてまして・・・。第三話
d_361750	催●おじさんNTR 〜彼氏持ち女子学生のデカチンアクメ〜
d_361872	僕のギャルかーさん 爆乳ギャル母と甘々汗だく濃厚中出しセックス！
d_362208	地味巨乳のストーカー女に告白されたのでヤりまくってみた話2
d_362252	妹のブラを選ぶ。そしてセックスをする。
d_362278	姫屋まとめ〜阿部いのり作品集〜妻のハジメテのオトコ総集編＋α
d_362413	白黒カノジョができた理由
d_362679	彼女催●3
